GN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
AF3, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
GN4, 1, 0.50, 0.05, 0.2, 0.9, 0.0

BF3, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
GN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
BF3, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
GN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
BF3, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
GN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
BF3, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
GN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
BF3, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
GN4, 1, 0.50, 0.05, 0.2, 0.9, 0.0

CN3, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
GN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN3, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
GN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN3, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
GN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN3, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
GN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN3, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
GN4, 1, 0.50, 0.05, 0.2, 0.9, 0.0

CN3, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
GN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN3, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
GN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN3, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
GN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN3, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
GN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN3, 1, 0.25, 0.05, 0.2, 0.9, 0.0
CN4, 1, 0.25, 0.05, 0.2, 0.9, 0.0
GN4, 1, 0.50, 0.05, 0.2, 0.9, 0.0
