CN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN3, 0, 0.25, 0.01, 0.2, 0.9, 0.0
CN4, 0, 0.25, 0.01, 0.2, 0.9, 0.0
GN4, 0, 0.50, 0.01, 0.2, 0.9, 0.0

GN2, 1.0, 4.0, 0.0, 0.0, 1.0, 0.0
FN2, 1.0, 4.0, 0.0, 0.0, 1.0, 0.0
EF2, 1.0, 4.0, 0.0, 0.0, 1.0, 0.0
DN2, 1.0, 4.0, 0.0, 0.0, 1.0, 0.0
GN2, 1.0, 4.0, 0.0, 0.0, 1.0, 0.0
BF2, 1.0, 4.0, 0.0, 0.0, 1.0, 0.0
CN2, 1.0, 8.0, 0.0, 0.0, 1.0, 0.0
